"iso_code","iso_code_2","continent","region","income_level","country","location","date","epi_cases_total","epi_cases_total_100k","epi_cases_last_7_days","epi_cases_last_7_days_100k","epi_cases_last_24_hours","epi_deaths_total","epi_deaths_total_100k","epi_deaths_last_7_days","epi_deaths_last_7_days_100k","epi_deaths_last_24_hours","owd_total_cases","owd_new_cases","owd_new_cases_smoothed","owd_total_deaths","owd_new_deaths","owd_new_deaths_smoothed","owd_total_cases_per_million","owd_new_cases_per_million","owd_new_cases_smoothed_per_million","owd_total_deaths_per_million","owd_new_deaths_per_million","owd_new_deaths_smoothed_per_million","owd_reproduction_rate","owd_icu_patients","owd_icu_patients_per_million","owd_hosp_patients","owd_hosp_patients_per_million","owd_weekly_icu_admissions","owd_weekly_icu_admissions_per_million","owd_weekly_hosp_admissions","owd_weekly_hosp_admissions_per_million","owd_new_tests","owd_total_tests","owd_total_tests_per_thousand","owd_new_tests_per_thousand","owd_new_tests_smoothed","owd_new_tests_smoothed_per_thousand","owd_positive_rate","owd_tests_per_case","owd_tests_units","owd_total_vaccinations","owd_people_vaccinated","owd_people_fully_vaccinated","owd_total_boosters","owd_new_vaccinations","owd_new_vaccinations_smoothed","owd_total_vaccinations_per_hundred","owd_people_vaccinated_per_hundred","owd_people_fully_vaccinated_per_hundred","owd_total_boosters_per_hundred","owd_new_vaccinations_smoothed_per_million","owd_stringency_index","owd_population","owd_population_density","owd_median_age","owd_aged_65_older","owd_aged_70_older","owd_gdp_per_capita","owd_extreme_poverty","owd_cardiovasc_death_rate","owd_diabetes_prevalence","owd_female_smokers","owd_male_smokers","owd_handwashing_facilities","owd_hospital_beds_per_thousand","owd_life_expectancy","owd_human_development_index","owd_excess_mortality_cumulative_absolute","owd_excess_mortality_cumulative","owd_excess_mortality","owd_excess_mortality_cumulative_per_million","imf_covidsurge","imf_procurement","imf_totalsupplies","imf_fullyvacc","imf_delivery_max","imf_delivery_avg","imf_target_delivery","imf_diagnostics","imf_genomic","imf_delta","imf_vaccdelivery_gap","imf_diagnostics_gap","imf_genomic_gap","imf_expectedcoverage","imf_procurement_bilateral","imf_procurement_donation","imf_procurement_covax","imf_procurement_other","imf_expectedcoverage_gap","imf_expectedcoverage_gap_doses","imf_vacc_atleastone","imf_total_admin","imf_ratio_admin","imf_target_delivery_70","imf_procurement_gap_70","imf_procurement_gap_doses_70","imf_amc92","imf_archetype","imf_fullyvacc_population","imf_total_delivery","imf_total_administered","ivb_total_vaccination","ivb_persons_vaccinated_1plus_dose","ivb_total_vaccinations_per100","ivb_persons_vaccinated_1plus_dose_per100","ivb_persons_fully_vaccinated","ivb_persons_fully_vaccinated_per100","ivb_vaccines_used","ivb_first_vaccine_date","ivb_number_vaccines_types_used"
"NPL","NP","Asia","SEARO","LMC","Nepal","Nepal",11/4/2021 0:00:00,814115.00,2794.11,2218.00,7.61,0.00,11436.00,39.24,48.00,0.16,0.00,814115.00,287.00,386.85,11436.00,2.00,7.71,27434.44,9.67,13.03,385.37,0.06,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29674920.00,204.43,25.00,5.80,3.21,2442.80,15.00,260.79,7.26,9.50,37.80,47.78,0.30,70.78,0.60,,,,,0.10,62.00,28.29,24.43,0.85,0.49,0.46,0.21,0.03,0.00,,0.79,4.96,32.00,3.00,12.00,30.00,17.00,38.00,22.60,29.21,26.82,94.76,0.36,7.91,4.70,1.00,"3 - Leverage",7.24,16.79,15.91,15918578.00,8670024.00,54.63,29.75,7248554.00,24.87,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,SII - Covishield",1/27/2021 0:00:00,6.00
"NZL","NZ","Oceania","WPRO","HIC","New Zealand","New Zealand",11/4/2021 0:00:00,6777.00,140.53,1013.00,21.00,166.00,29.00,0.60,1.00,0.02,1.00,7139.00,166.00,144.85,29.00,1.00,0.14,1468.73,34.15,29.80,5.96,0.20,0.02,,,,,,,,,,"31884","4194715","862.996","6.56","27035","5.562","0.005","186.6","tests performed",6979625.00,3738116.00,3241509.00,,,30958.00,143.59,76.91,66.69,,6369.00,,4860642.00,18.20,37.90,15.32,9.72,36085.84,,128.79,8.08,14.80,17.20,,2.61,82.29,0.93,,,,,3.31,334.00,78.68,66.69,1.67,0.70,,5.56,57.70,100.00,,,,119.00,332.00,0.00,1.00,0.00,,,76.91,71.80,91.26,,0.00,0.00,0.00,"0 - High Income *",3.24,7.64,6.97,6805926.00,3693729.00,141.13,76.59,3112035.00,64.53,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2/19/2021 0:00:00,4.00
"OMN","OM","Asia","EMRO","HIC","Oman","Oman",11/4/2021 0:00:00,304329.00,5959.49,88.00,1.72,11.00,4112.00,80.52,1.00,0.02,0.00,304329.00,11.00,12.57,4112.00,0.00,0.14,58262.89,2.10,2.40,787.23,0.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223376.00,14.98,30.70,2.35,1.53,37960.70,,266.34,12.61,0.50,15.60,97.40,1.60,77.86,0.81,,,,,9.99999977648258e-03,59.00,59.81,50.06,1.16,0.68,,0.65,0.28,0.00,,0.34,4.71,65.00,51.00,2.00,6.00,0.00,5.00,0.50,58.68,54.37,90.90,0.12,11.32,1.20,0.00,"0 - High Income *",2.61,6.24,5.67,5271912.00,2962504.00,103.23,58.01,2309408.00,45.22,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",12/29/2020 0:00:00,5.00
"PAK","PK","Asia","EMRO","LMC","Pakistan","Pakistan",11/4/2021 0:00:00,1275158.00,577.27,4131.00,1.87,580.00,28496.00,12.90,82.00,0.03,19.00,1275673.00,515.00,569.42,28507.00,11.00,10.85,5664.62,2.28,2.52,126.58,0.04,0.04,,,,,,,,,,"43899","20966900","93.103","0.195","43819","0.195","0.013","77","tests performed",109586984.00,73315751.00,43231870.00,,,867541.00,48.66,32.56,19.20,,3852.00,,225199929.00,255.57,23.50,4.49,2.78,5034.70,4.00,423.03,8.35,2.80,36.70,59.60,0.60,67.27,0.55,,,,,0.10,47.00,26.12,19.20,0.56,0.30,0.50,0.19,0.10,98.19,0.20,0.81,4.88,37.00,11.00,1.00,30.00,5.00,33.00,148.60,32.56,24.33,93.11,0.37,23.08,104.00,1.00,"3 - Leverage",43.23,117.68,109.58,105321827.00,28491717.00,47.68,12.89,42022907.00,19.02,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2/3/2021 0:00:00,8.00
"PAN","PA","North America","AMRO","UMC","Panama","Panama",11/4/2021 0:00:00,473005.00,10962.46,948.00,21.97,128.00,7320.00,169.65,6.00,0.13,5.00,473089.00,84.00,127.42,7321.00,1.00,1.00,107972.16,19.17,29.08,1670.85,0.22,0.22,,,,,,,,,,,,,,,,,,,5468923.00,2979701.00,2380409.00,,349.00,4912.00,124.82,68.01,54.33,,1121.00,,4381583.00,55.13,29.70,7.91,5.03,22267.03,2.20,128.34,8.33,2.40,9.90,,2.30,78.51,0.81,,,,,0.02,138.00,77.86,54.33,3.68,0.17,,1.45,0.27,0.00,,,4.73,99.00,127.00,6.00,6.00,0.00,,,68.01,62.41,80.16,0.07,0.00,0.00,0.00,"0 - High Income *",2.38,6.82,5.46,5797679.00,3037711.00,134.36,70.40,2667214.00,61.81,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",1/20/2021 0:00:00,2.00
"PER","PE","South America","AMRO","UMC","Peru","Peru",11/4/2021 0:00:00,2203310.00,6682.39,5272.00,15.98,639.00,200326.00,607.56,177.00,0.53,26.00,2204424.00,1114.00,769.71,200350.00,24.00,24.42,66081.01,33.39,23.07,6005.80,0.71,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.11",33359415.00,25.12,29.10,7.15,4.45,12236.70,3.50,85.75,5.95,4.80,,,1.60,76.74,0.77,,,,,0.12,230.00,57.11,46.95,1.44,0.46,,1.20,0.41,87.50,,,4.57,69.00,219.00,3.00,8.00,0.00,1.00,0.69,58.18,52.95,92.72,0.15,0.00,0.00,0.00,"4 - Strengthen",15.66,38.10,35.32,34381604.00,18802615.00,104.27,57.02,15370504.00,46.61,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,Wuhan CNBG - Inactivated",2/9/2021 0:00:00,4.00
"PHL","PH","Asia","WPRO","LMC","Philippines","Philippines",11/4/2021 0:00:00,2795642.00,2551.20,23151.00,21.12,1766.00,43825.00,39.99,1250.00,1.14,239.00,2795642.00,1744.00,3827.57,43825.00,239.00,211.00,25175.32,15.70,34.46,394.65,2.15,1.90,,,,,,,,,,,,,,,,,,,62474334.00,,33755478.00,,1119389.00,608878.00,56.26,,30.40,,5483.00,,111046910.00,351.87,25.20,4.80,2.66,7599.18,,370.43,7.07,7.80,40.80,78.46,1.00,71.23,0.71,,,,,0.40,106.00,41.13,30.39,0.70,0.47,0.36,0.36,0.46,0.00,,0.63,4.53,49.00,68.00,2.00,30.00,6.00,21.00,46.59,29.68,28.13,68.38,0.34,0.00,0.00,1.00,"4 - Strengthen",33.75,91.34,62.47,58212187.00,35022949.00,53.12,31.96,26803677.00,24.46,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Julphar - Hayat-Vax,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",3/1/2021 0:00:00,10.00
"PLW","PW","Oceania","WPRO","HIC","Palau","Palau",11/4/2021 0:00:00,8.00,44.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,,,0.00,440.18,0.00,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.00,47.23,,,,13240.40,,,15.89,7.70,22.70,,4.80,73.70,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31681.00,17834.00,175.11,98.57,15572.00,86.07,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",1/3/2021 0:00:00,3.00
"PNG","PG","Oceania","WPRO","LMC","Papua New Guinea","Papua New Guinea",11/4/2021 0:00:00,31287.00,349.69,2179.00,24.35,277.00,406.00,4.53,39.00,0.43,14.00,31010.00,0.00,312.42,392.00,0.00,6.71,3400.59,0.00,34.26,42.98,0.00,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9119005.00,18.22,22.60,3.80,2.14,3823.19,,561.49,17.65,23.50,48.80,,,64.50,0.55,,,,,0.00,31.00,4.21,1.16,0.05,0.05,1.37,0.06,3.23,0.00,1.32,0.93,1.76,19.00,0.00,1.00,30.00,0.00,51.00,9.30,2.01,1.59,37.68,0.57,38.80,7.10,1.00,"1 - Test",0.10,0.76,0.28,254400.00,183856.00,2.84,2.05,106657.00,1.19,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",3/30/2021 0:00:00,4.00
"POL","PL","Europe","EURO","HIC","Poland","Poland",11/4/2021 0:00:00,3076518.00,8105.02,68224.00,179.73,15905.00,77547.00,204.29,672.00,1.77,152.00,3060613.00,15511.00,8817.42,77395.00,250.00,88.85,80975.02,410.37,233.28,2047.64,6.61,2.35,,,,,,,,,,"78054","21972386","581.326","2.065","51034","1.35","0.173","5.8","people tested",,,,,,,,,,,,,37797000.00,124.02,41.80,16.76,10.20,27216.44,,227.33,5.91,23.30,33.10,,6.62,78.73,0.88,,,,,0.70,319.00,92.88,52.90,0.98,0.15,,0.94,0.83,100.00,,0.05,4.15,124.00,0.00,0.00,0.00,319.00,,,53.66,51.87,55.84,0.14,0.00,0.00,0.00,"0 - High Income *",19.99,70.21,39.21,39021793.00,21026891.00,102.80,56.02,17756701.00,52.44,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/23/2020 0:00:00,4.00
"PRT","PT","Europe","EURO","HIC","Portugal","Portugal",11/4/2021 0:00:00,1094048.00,10626.04,5915.00,57.45,1382.00,18184.00,176.61,35.00,0.34,4.00,1094048.00,1382.00,845.00,18184.00,4.00,5.00,107597.98,135.91,83.10,1788.36,0.39,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10167923.00,112.37,46.20,21.50,14.92,27936.89,0.50,127.84,9.85,16.30,30.00,,3.39,82.05,0.86,,,,,0.23,319.00,108.94,87.38,1.48,0.14,,5.45,1.82,100.00,,,3.18,124.00,0.00,0.00,0.00,319.00,,,88.77,79.89,73.33,,0.00,0.00,0.00,"0 - High Income *",8.88,22.15,16.24,16246418.00,9026651.00,157.80,87.69,7217644.00,81.03,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/23/2020 0:00:00,4.00
"PRY","PY","South America","AMRO","UMC","Paraguay","Paraguay",11/4/2021 0:00:00,461184.00,6465.91,290.00,4.06,52.00,16256.00,227.91,18.00,0.25,6.00,461225.00,41.00,40.14,16256.00,0.00,1.85,63884.75,5.67,5.56,2251.63,0.00,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7219641.00,17.14,26.50,6.37,3.83,8827.01,1.70,199.12,8.27,5.00,21.60,79.60,1.30,74.25,0.72,,,,,0.03,47.00,40.29,32.70,1.92,0.25,0.11,0.26,0.09,0.00,,0.74,4.90,49.00,14.00,19.00,14.00,0.00,21.00,3.00,40.43,36.63,90.88,0.28,22.84,3.30,0.00,"2 - Connect",2.36,5.81,5.28,5289785.00,2919121.00,74.16,40.92,2361819.00,33.11,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Julphar - Hayat-Vax,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2/22/2021 0:00:00,8.00
"PSE","PS","Asia","EMRO","LMC","occupied Palestinian territory, including east Jerusalem","Palestine",11/4/2021 0:00:00,455099.00,8921.03,2102.00,41.20,300.00,4705.00,92.22,42.00,0.82,8.00,454799.00,290.00,308.14,4697.00,3.00,5.71,87080.26,55.52,59.00,899.33,0.57,1.09,,,,,,,,,,"4013",,,"0.768","3692","0.707","0.083","12","tests performed",,,,,,,,,,,,,5222756.00,778.20,20.40,3.04,1.72,4449.89,1.00,265.91,10.59,,,,,74.05,0.70,,,,,0.15,93.00,28.87,24.03,1.07,0.50,0.49,0.68,0.02,,,0.31,4.96,39.00,57.00,6.00,30.00,0.00,31.00,3.20,28.46,26.25,90.88,0.37,0.00,0.00,1.00,"2 - Connect",1.25,3.01,2.74,2742004.00,1487111.00,53.75,29.15,1254893.00,24.59,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2/2/2021 0:00:00,8.00
"QAT","QA","Asia","EMRO","HIC","Qatar","Qatar",11/4/2021 0:00:00,239752.00,8321.68,802.00,27.83,106.00,611.00,21.20,2.00,0.06,0.00,239752.00,106.00,114.57,611.00,0.00,0.28,81811.99,36.17,39.09,208.49,0.00,0.09,,,,,,,,,,,,,,,,,,,4848914.00,,,,3381.00,3190.00,165.46,,,,1089.00,,2930524.00,227.32,31.90,1.30,0.61,116935.60,,176.69,16.52,0.80,26.90,,1.20,80.23,0.84,,,,,0.05,81.00,90.94,75.69,1.26,0.11,,1.88,1.48,0.00,,,3.51,94.00,75.00,0.00,6.00,0.00,,,80.54,82.73,90.97,,0.00,0.00,0.00,"0 - High Income *",2.21,5.33,4.84,4842210.00,2134729.00,168.07,74.09,1816789.00,63.06,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/23/2020 0:00:00,4.00
"ROU","RO","Europe","EURO","UMC","Romania","Romania",11/4/2021 0:00:00,1693532.00,8761.68,65031.00,336.44,8268.00,50087.00,259.13,3176.00,16.43,483.00,1685264.00,8971.00,9891.00,49604.00,489.00,453.42,88105.60,469.00,517.10,2593.29,25.56,23.70,,,,,,,,,,,,,,"55597","2.907","0.178","5.6","tests performed",,,,,,,,,,,,,19127772.00,85.12,43.00,17.85,11.69,23313.19,5.70,370.94,9.74,22.90,37.10,,6.89,76.05,0.82,,,,,1.09,319.00,50.70,33.50,0.68,0.57,0.17,2.89,0.34,100.00,,,4.65,59.00,0.00,0.00,0.00,319.00,11.00,4.19,36.84,33.78,66.62,0.28,0.00,0.00,0.00,"0 - High Income *",6.40,19.39,12.92,11873828.00,7047759.00,61.40,36.46,4826069.00,32.68,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",1/27/2021 0:00:00,4.00
"RUS","RU","Europe","EURO","UMC","Russian Federation","Russia",11/4/2021 0:00:00,8714595.00,5971.58,282049.00,193.27,40735.00,244447.00,167.50,8227.00,5.63,1192.00,8533706.00,39117.00,39094.42,238784.00,1165.00,1142.57,58485.28,268.08,267.93,1636.49,7.98,7.83,,,,,,,,,,,"211896118","1452.218",,"611233","4.189","0.064","15.6","tests performed",108485269.00,57596873.00,49316326.00,1971353.00,1966223.00,865244.00,74.35,39.47,33.80,1.35,5930.00,,145912022.00,8.82,39.60,14.17,9.39,24765.95,0.10,431.29,6.18,23.40,58.30,,8.05,72.58,0.82,,,,,1.40,70.00,40.52,33.79,0.83,0.41,0.11,3.99,0.10,,,,4.88,49.00,0.00,0.00,0.00,70.00,21.00,61.29,39.47,37.17,91.70,0.28,0.00,0.00,0.00,"0 - High Income *",49.31,118.27,108.47,100766655.00,52861352.00,69.00,36.22,47905905.00,32.82,"SRCVB - EpiVacCorona, Gamaleya - Sputnik V",,2.00
"RWA","RW","Africa","AFRO","LIC","Rwanda","Rwanda",11/4/2021 0:00:00,99854.00,770.94,289.00,2.23,34.00,1332.00,10.28,5.00,0.03,0.00,99854.00,34.00,41.28,1332.00,0.00,0.71,7521.09,2.56,3.11,100.32,0.00,0.05,,,,,,,,,,"7373","3166848","238.53","0.555","11530","0.868","0.004","279.3","samples tested",6000758.00,3937599.00,2063159.00,,,41481.00,45.20,29.66,15.54,,3124.00,,13276517.00,494.86,20.30,2.97,1.64,1854.21,56.00,191.37,4.28,4.70,21.00,4.61,,69.02,0.54,,,,,0.34,69.00,23.37,15.53,1.42,1.42,0.62,0.87,0.69,0.00,,0.12,4.30,39.00,0.00,8.00,30.00,31.00,31.00,8.19,29.65,22.60,96.66,0.40,1.06,0.30,1.00,"2 - Connect",2.06,6.20,6.00,5179627.00,3809048.00,39.99,29.40,1990105.00,15.36,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",3/5/2021 0:00:00,7.00
"SAU","SA","Asia","EMRO","HIC","Saudi Arabia","Saudi Arabia",11/4/2021 0:00:00,548805.00,1576.39,331.00,0.95,45.00,8800.00,25.27,12.00,0.03,1.00,548805.00,45.00,47.28,8800.00,1.00,1.71,15528.98,1.27,1.33,249.00,0.02,0.04,,,,,,,,,,,,,,,,,,,46225391.00,24273577.00,21681961.00,,50669.00,94138.00,130.80,68.68,61.35,,2664.00,,35340680.00,15.32,31.90,3.29,1.84,49045.41,,259.53,17.72,1.80,25.40,,2.70,75.13,0.85,,,,,9.99999977648258e-03,69.00,71.86,61.34,1.13,0.21,,1.17,0.20,,,,4.80,89.00,66.00,0.00,3.00,0.00,,,68.68,65.40,91.01,0.03,1.32,0.90,0.00,"0 - High Income *",21.68,50.79,46.22,46148567.00,24254984.00,132.55,69.67,21631501.00,62.13,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",1/6/2021 0:00:00,4.00
"SDN","SD","Africa","EMRO","LIC","Sudan","Sudan",11/4/2021 0:00:00,40433.00,92.20,0.00,0.00,0.00,2995.00,6.83,0.00,0.00,0.00,40433.00,0.00,0.00,3099.00,0.00,0.00,900.32,0.00,0.00,69.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44909351.00,23.25,19.70,3.54,2.03,4466.50,,431.38,15.67,,,23.43,0.80,65.31,0.51,,,,,0.00,42.00,4.21,1.29,0.05,9.99999977648258e-03,1.36,0.05,0.28,,1.35,0.94,4.71,21.00,0.00,0.00,30.00,12.00,49.00,44.00,2.56,1.85,43.84,0.56,27.85,25.00,1.00,"1 - Test",0.58,3.79,1.66,2111141.00,670873.00,4.81,1.53,1013673.00,2.31,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",3/9/2021 0:00:00,5.00
"SEN","SN","Africa","AFRO","LMC","Senegal","Senegal",11/4/2021 0:00:00,73931.00,441.53,27.00,0.16,5.00,1879.00,11.22,1.00,6.0e-03,0.00,73931.00,5.00,3.85,1879.00,0.00,0.14,4299.23,0.29,0.22,109.26,0.00,8.0e-03,,,,,,,,,,"1213","859997","50.011","0.071","1274","0.074","0.003","330.3","tests performed",,,,,,,,,,,,,17196308.00,82.32,18.70,3.00,1.79,2470.58,38.00,241.21,2.42,0.40,16.60,20.85,,67.94,0.51,,,,,0.02,69.00,11.84,5.11,0.23,0.10,1.20,0.07,0.87,66.69,1.10,0.93,4.13,24.00,1.00,1.00,30.00,38.00,46.00,15.80,7.44,5.70,48.13,0.54,0.71,0.20,1.00,"3 - Leverage",0.87,4.07,1.96,1872024.00,1295646.00,11.18,7.73,895314.00,5.34,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2/23/2021 0:00:00,3.00
"SGP","SG","Asia","WPRO","HIC","Singapore","Singapore",11/4/2021 0:00:00,210978.00,3606.25,23127.00,395.31,3003.00,459.00,7.84,95.00,1.62,17.00,210978.00,3003.00,3303.85,459.00,17.00,13.57,35779.09,509.26,560.29,77.84,2.88,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5896684.00,7915.73,42.40,12.92,7.04,85535.38,,92.24,10.99,5.20,28.30,,2.40,83.62,0.93,,,,,4.05,81.00,94.15,79.76,2.09,0.38,,11.37,4.38,100.00,,,0.62,97.00,81.00,0.00,0.00,0.00,,,80.72,85.59,90.91,,0.00,0.00,0.00,"0 - High Income *",4.70,11.10,10.09,9965396.00,4953215.00,170.33,84.66,5012181.00,85.67,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/30/2020 0:00:00,4.00
"SLB","SB","Oceania","WPRO","LMC","Solomon Islands","Solomon Islands",11/4/2021 0:00:00,20.00,2.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,,,0.00,28.40,0.00,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703995.00,21.84,20.80,3.50,2.04,2205.92,25.10,459.78,18.68,,,35.89,1.40,73.00,0.56,,,,,0.00,105.00,15.75,4.40,0.33,0.11,1.03,,30.00,,0.92,,,20.00,0.00,75.00,30.00,0.00,50.00,0.69,17.29,10.85,68.88,0.50,0.00,0.00,1.00,"2 - Connect",0.03,0.22,0.15,171562.00,135995.00,24.97,19.79,35567.00,5.17,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,SII - Covishield",3/23/2021 0:00:00,3.00
"SLE","SL","Africa","AFRO","LIC","Sierra Leone","Sierra Leone",11/4/2021 0:00:00,6398.00,80.20,1.00,0.01,0.00,121.00,1.51,0.00,0.00,0.00,6398.00,0.00,0.14,121.00,0.00,0.00,785.86,0.00,0.01,14.86,0.00,0.00,,,,,,,,,,,,,,,,,,,617851.00,505385.00,251854.00,,,13039.00,7.59,6.21,3.09,,1602.00,,8141343.00,104.70,19.10,2.53,1.28,1390.30,52.20,325.72,2.42,8.80,41.30,19.27,,54.70,0.45,,,,,0.00,39.00,6.90,3.08,0.15,0.15,1.25,0.04,0.92,0.00,1.10,0.95,4.07,21.00,0.00,2.00,30.00,7.00,49.00,8.00,6.21,3.79,54.93,0.55,30.54,5.00,1.00,"1 - Test",0.25,1.12,0.61,617851.00,505385.00,7.74,6.33,251854.00,3.15,"Beijing CNBG - BBIBP-CorV,SII - Covishield",3/15/2021 0:00:00,2.00
"SLV","SV","North America","AMRO","LMC","El Salvador","El Salvador",11/4/2021 0:00:00,113422.00,1748.66,0.00,0.00,0.00,3664.00,56.48,60.00,0.92,10.00,113422.00,0.00,0.00,3664.00,10.00,8.57,17400.01,0.00,0.00,562.09,1.53,1.31,,,,,,,,,,,,,,,,,,,8674987.00,4341703.00,3880753.00,452531.00,35093.00,22619.00,133.08,66.61,59.53,6.94,3470.00,,6518500.00,307.81,27.60,8.27,5.41,7292.45,2.20,167.29,8.87,2.50,18.80,90.65,1.30,73.32,0.67,,,,,0.00,112.00,84.88,59.52,1.11,0.40,,0.36,0.12,0.00,,0.63,4.86,99.00,72.00,10.00,30.00,0.00,,,66.61,66.54,78.37,0.05,0.00,0.00,1.00,"3 - Leverage",3.88,11.06,8.67,8516654.00,4314392.00,131.30,66.51,3789448.00,58.42,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2/17/2021 0:00:00,6.00
"SMR","SM","Europe","EURO","HIC","San Marino","San Marino",11/4/2021 0:00:00,5588.00,16465.31,40.00,117.86,6.00,92.00,271.08,0.00,0.00,0.00,5582.00,13.00,6.00,92.00,0.00,0.00,164128.19,382.24,176.41,2705.08,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010.00,556.66,,,,56861.47,,,5.64,,,,3.80,84.97,,,,,,0.34,74.00,76.50,65.65,2.81,0.07,,,0.00,,,,5.00,76.00,74.00,0.00,0.00,0.00,,,74.01,69.84,91.29,,0.00,0.00,0.00,"0 - High Income *",0.02,0.05,0.04,47502.00,25173.00,140.00,73.06,22329.00,64.81,"Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2/24/2021 0:00:00,2.00
"SOM","SO","Africa","EMRO","LIC","Somalia","Somalia",11/4/2021 0:00:00,22369.00,140.74,371.00,2.33,371.00,1238.00,7.78,30.00,0.18,30.00,21998.00,0.00,0.00,1208.00,0.00,0.00,1344.66,0.00,0.00,73.84,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16359500.00,23.50,16.80,2.73,1.49,,,365.76,6.05,,,9.83,0.90,57.40,,,,,,0.00,31.00,4.15,1.92,0.07,0.03,1.35,0.34,0.17,,1.30,0.66,4.82,20.00,1.00,1.00,30.00,0.00,50.00,16.39,2.24,2.08,50.11,0.56,38.78,12.70,1.00,"1 - Test",0.31,1.35,0.68,681532.00,365791.00,4.28,2.30,315741.00,1.98,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield,Sinovac - CoronaVac",3/16/2021 0:00:00,4.00
